"ReferenceID","LegalName","ReportingYear","FilingType","FilingStatus","MarketType","ProductName","ProposedRateIncrease","FinalRateIncrease","MemberAffected","DateEffective"
"CCHP-133330860","Chinese Community Health Plan",2022,"Rate Filing","Completed","Individual","CCHP 2023 Rate Filing for Individual & Family Plans","3.4","3.4","3,793","01/01/2023"
"AETN-133321084","Aetna Health of California Inc.",2022,"New Product Filing","Completed","Individual","CA IVL 2023 AHI","New Products","New Products","95","01/01/2023"
"SHHP-133305910","Sharp Health Plan",2022,"Rate Filing","Completed","Individual","CY2023 Individual Product Rates","6.7","6.7","41,891","01/01/2023"
"LACH-133333817","Local Initiative Health Authority for Los Angeles County",2022,"Rate Filing","Completed","Individual","L.A. Care Covered","2.0","2.0","113,596","01/01/2023"
"SCCO-133313206","Santa Clara County",2022,"Rate Filing","Completed","Individual","California Health Benefit Exchange Individual Plan","4.6","4.6","25,376 ","01/01/2023"
"BRHP-133243150","Universal Care, Inc.",2022,"Rate Filing","Withdrawn Prior to Determination","Individual","2023 Universal Care, Inc. Individual Plan Rates","3.6","3.6","1,175","01/01/2023"
"WNHA-133334772","Western Health Advantage",2022,"Rate Filing","Completed","Individual","Individual Q1 2023","1.1","1.1","12,252 ","01/01/2023"
"UHLC-133331993","UnitedHealthcare Benefits Plan of California",2022,"Rate Filing","Completed","Small Group","UHG CA INS 202301 UHCBP","4.1","4.1","114,996","01/01/2023"
"SUTT-133335184","Sutter Health Plan",2022,"Rate Filing","Completed","Small Group","SG_2023","1.66","1.66","32,723","01/01/2023"
"SUTT-133334965","Sutter Health Plan",2022,"Rate Filing","Completed","Individual","IFP_2023","3.25","3.25","3,268","01/01/2023"
"KHPI-133332405","Kaiser Foundation Health Plan, Inc.",2022,"Rate Filing","Completed","Individual","KFHP Non-Grandfathered Individual HMO Plan Rates, January 2023","4.0","4.0","725,679","01/01/2023"
"MHCA-133334982","Molina Healthcare of California",2022,"Rate Filing","Completed","Individual","Molina Marketplace 2023","10.7","10.7","65,025","01/01/2023"
"HNLH-133334307","Health Net of California, Inc.",2022,"Rate Filing","Withdrawn Prior to Determination","Individual","IEX-IFP Rates 2023 ACA (NG)","2.7","","155,768","01/01/2023"
"AWLP-133333757","Blue Cross of California",2022,"Rate Filing","Completed","Individual","DMHC Individual On and Off Exchange","5","5","174,337","01/01/2023"
"OHIN-133331244","Oscar Health Plan of California",2022,"Rate Filing","Completed","Individual","Oscar 2023 Individual Rates","12.1","12.1","64,812 ","01/01/2023"
"UHLC-133332030","UHC of California",2022,"Rate Filing","Completed","Small Group","UHG CA HMO 202301","6.5","6.5","56,314","01/01/2023"
"BCCA-133333777","California Physicians' Service",2022,"Rate Filing","Completed","Individual","IFP NGF Rate Filing 2023","9.6","9.6","791,835","01/01/2023"
"SHHP-133325911","Sharp Health Plan",2022,"Rate Filing","Completed","Small Group","1Q2023 SG NGF Rates","3.4","3.4","24,024","01/01/2023"
"CCHP-133334883","Chinese Community Health Plan",2022,"Rate Filing","Completed","Small Group","CCHP 2023 Rate Filing for Small Group","6.3","6.3","854","01/01/2023"
"WNHA-133335168","Western Health Advantage",2022,"Rate Filing","Completed","Small Group","Small Group Q1 2023","7.1","7.1","26,025","01/01/2023"
"BCCA-133334937","California Physicians' Service",2022,"Rate Filing","Completed","Small Group","Small Group Plans, Q1, 2023","8.6","8.6","166,823","01/01/2023"
"KHPI-133332386","Kaiser Foundation Health Plan, Inc.",2022,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, January 2023","6.6","6.6","676,263","01/01/2023"
"AWLP-133336741","Blue Cross of California",2022,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 1Q23","4","4","158,293","01/01/2023"
"HNLH-133327739","Health Net of California, Inc.",2022,"Rate Filing","Completed","Small Group","SG Rates 2023 Q1 ACA (NG)","-2.9","-2.9","91,191","01/01/2023"
"AETN-133328817","Aetna Health of California Inc.",2022,"Rate Filing","Completed","Small Group","CA SG 1Q23 AHI","11","11","20,270","01/01/2023"
"MLSD-133341354","Community Care Health Plan, Inc.",2022,"Rate Filing","Withdrawn Prior to Determination","Small Group","Community Care Health Plan Small Group Off-Exchange","6","","337","01/01/2023"
"MLSD-133364184","Community Care Health Plan, Inc.",2022,"Rate Filing","Completed","Small Group","Community Care Health Plan Small Group Off-Exchange","0","0","207","01/01/2023"
"HNLH-133367180","Health Net of California, Inc.",2022,"Rate Filing","Completed","Individual","IEX-IFP Rates 2023 ACA (NG)","1.6","1.6","155,768 ","01/01/2023"
"MLSD-133360358","County of Ventura",2022,"Rate Filing","Completed","Large Group","VCHCP - Large Group Methodology Annual Filing","","","","01/01/2023"
"HNLH-133376843","Health Net of California, Inc.",2022,"Rate Filing","Completed","Large Group","AB 731 Large Group Methodology","","","","01/01/2023"
"CCHP-133385664","Chinese Community Health Plan",2022,"Rate Filing","Completed","Large Group","100% Community Rating Methodology ","","","","01/01/2023"
"CCHP-133386998","Chinese Community Health Plan",2022,"Rate Filing","Completed","Large Group","Large Group Experience Methodology","","","","01/01/2023"
"CCGP-133386763","Cigna HealthCare of California, Inc.",2022,"Rate Filing","Completed","Large Group","HMO ","","","","01/01/2023"
"WNHA-133387206","Western Health Advantage",2022,"Rate Filing","Completed","Large Group","Large Group Methodology Annual Filing","","","","01/01/2023"
"AETN-133344434","Aetna Health of California Inc.",2022,"Rate Filing","Completed","Large Group","2022-09 AB731 Experience Rating Filing - DMHC","","","","01/01/2023"
"AETN-133344346","Aetna Health of California Inc.",2022,"Rate Filing","Completed","Large Group","2022-09 AB731 Manual Rating Filing - DMHC","","","","01/01/2023"
"HPSM-133379971","San Mateo Health Commission",2022,"Rate Filing","Completed","Large Group","HealthWorx","","","","01/01/2023"
"AWLP-133386739","Blue Cross of California",2022,"Rate Filing","Completed","Large Group","DMHC Large Group Methodology Annual Filing for 2023 Renewal, Experience Rated","","","","01/01/2023"
"AWLP-133386748","Blue Cross of California",2022,"Rate Filing","Completed","Large Group","DMHC Large Group Methodology Annual Filing for 2023 Renewal, Manually Rated","","","","01/01/2023"
"UHLC-133371984","UnitedHealthcare Benefits Plan of California",2022,"Rate Filing","Completed","Large Group","UHG CA INS LG 202301 UHCBP Experience Rated","","","","01/01/2023"
"UHLC-133371963","UnitedHealthcare Benefits Plan of California",2022,"Rate Filing","Completed","Large Group","UHG CA INS LG 202301 UHCBP Community Rated","","","","01/01/2023"
"AAJP-133388836","Alameda Alliance For Health",2022,"Rate Filing","Completed","Large Group","Alameda Alliance for Health AB731 Filing for 2022","","","","01/01/2023"
"UHLC-133371977","UHC of California",2022,"Rate Filing","Completed","Large Group","UHG CA HMO LG 202301 EXPERIENCE RATED","","","","01/01/2023"
"UHLC-133371982","UHC of California",2022,"Rate Filing","Completed","Large Group","UHG CA HMO LG 202301 COMMUNITY RATED","","","","01/01/2023"
"SUTT-133388415","Sutter Health Plan",2022,"Rate Filing","Completed","Large Group","LG_2023_AB731_Rate_Filing","","","","01/01/2023"
"SCCO-133372630","Santa Clara County",2022,"Rate Filing","Completed","Small Group","Small Group GF Rate Filing","5","5","20","01/01/2023"
"MLSD-133383827","Community Care Health Plan, Inc.",2022,"Rate Filing","Completed","Large Group","Community Care Health Plan - Large Group Methodology Annual Filing","","","","01/01/2023"
"SCRP-133389933","Scripps Health Plan Services, Inc.",2022,"Rate Filing","Completed","Large Group","Scripps Health Plan","","","","01/01/2023"
"MLSD-133383829","Community Care Health Plan, Inc.",2022,"Rate Filing","Completed","Large Group","Community Care Health Plan - Large Group Methodology Annual Filing","","","","01/01/2023"
"SHHP-133382811","Sharp Health Plan",2022,"Rate Filing","Completed","Large Group","2023 LG Rates AB 731 - Blended","","","","01/01/2023"
"SHHP-133382806","Sharp Health Plan",2022,"Rate Filing","Completed","Large Group","2023 LG Rates AB 731 - Community","","","","01/01/2023"
"KHPI-133356477","Kaiser Foundation Health Plan, Inc.",2022,"Rate Filing","Completed","Small Group","KFHP Grandfathered Small Group HMO Rates Jan 2023","8","8","151,646","01/01/2023"
"BCCA-133388141","California Physicians' Service",2022,"Rate Filing","Completed","Large Group","Large Group Plans","","","","01/01/2023"
"BCCA-133388123","California Physicians' Service",2022,"Rate Filing","Completed","Large Group","Large Group Plans","","","","01/01/2023"
"KHPI-133356457","Kaiser Foundation Health Plan, Inc.",2022,"Rate Filing","Completed","Individual","KFHP Grandfathered Individual Plan HMO Rates Jan 2023","6","6","35,272","01/01/2023"
"CCOH-133389977","Contra Costa County Medical Services",2022,"Rate Filing","Completed","Large Group","AB 731 Large Group","","","","01/01/2023"
"SCCO-133372667","Santa Clara County",2022,"Rate Filing","Completed","Large Group","Large Group - HMO","","","","01/01/2023"
"SCCO-133372651","Santa Clara County",2022,"Rate Filing","Completed","Large Group","Large Group - HMO","","","","01/01/2023"
"KHPI-133388895","Kaiser Foundation Health Plan, Inc.",2022,"Rate Filing","Completed","Large Group","Annual Large Group Methodology Filing-Community","","","","01/01/2023"
"KHPI-133388882","Kaiser Foundation Health Plan, Inc.",2022,"Rate Filing","Completed","Large Group","Annual Large Group Rate Methodology Filing-Blended or 100% Experience","","","","01/01/2023"
"SFHP-133388773","San Francisco Community Health Authority",2022,"Rate Filing","Completed","Large Group","Healthy Workers - HMO","","","","01/01/2023"
"LACH-133391213","Local Initiative Health Authority for Los Angeles County",2022,"Rate Filing","Completed","Large Group","PASC-SEIU Home Care Workers Health Care Plan for In-Home Support Service Workers","","","","01/01/2023"
"AAJP-133400597","Alameda Alliance For Health",2022,"Annual/Aggregate Filing","Completed","Large Group","Alameda Alliance for Health","N/A","0","5,795","2022"
"SUTT-133406402","Sutter Health Plan",2022,"Rate Filing","Completed","Large Group","LG_2023_AB731_Rate_Filing_Community","","","","01/01/2023"
"SFHP-133413844","San Francisco Community Health Authority",2022,"Annual/Aggregate Filing","Completed","Large Group","Healthy Workers - HMO","N/A","13","11,964","2022"
"HPSM-133415424","San Mateo Health Commission",2022,"Annual/Aggregate Filing","Completed","Large Group","HealthWorx","N/A","0","1,205","2022"
"MLSD-133415329","County of Ventura",2022,"Annual/Aggregate Filing","Completed","Large Group","VCHCP - Aggregate Rate and Prescription Drug Cost Data for Large Group Market","N/A","1.8","11,441","2022"
"SHHP-133415565","Sharp Health Plan",2022,"Annual/Aggregate Filing","Completed","Large Group","2022 LG SB 546","N/A","0.9","17,193","2022"
"UHLC-133389398","UnitedHealthcare Benefits Plan of California",2022,"Annual/Aggregate Filing","Completed","Small Group","AB 2118 Small Group Annual Aggregate Rate Info","","2.55","","01/01/2022"
"UHLC-133389400","UHC of California",2022,"Annual/Aggregate Filing","Completed","Small Group","AB 2118 Small Group Annual Aggregate Rate Info","","-2.62","","01/01/2022"
"MHCA-133416198","Molina Healthcare of California",2022,"Annual/Aggregate Filing","Completed","Individual","Individual Annual Aggregate Rate Filing","","-0.07","","01/01/2022"
"SUTT-133416988","Sutter Health Plan",2022,"Annual/Aggregate Filing","Completed","Large Group","LG_2022","N/A","3.75","64,632","2022"
"WNHA-133416204","Western Health Advantage",2022,"Annual/Aggregate Filing","Completed","Individual","Individual Annual Aggregate Rate ","","5.36","","01/01/2022"
"WNHA-133416226","Western Health Advantage",2022,"Annual/Aggregate Filing","Completed","Small Group","Small Group Annual Aggregate Rate Filing","","6.54","","01/01/2022"
"SHHP-133377775","Sharp Health Plan",2022,"Annual/Aggregate Filing","Completed","Individual","Individual Annual Aggregate Rate Filing - CY2022","","0","","01/01/2022"
"SSHP-133416667","MemorialCare Select Health Plan",2022,"Rate Filing","Completed","Large Group","AB731 Annual Large Group Rate","","","","01/01/2023"
"SSHP-133416873","MemorialCare Select Health Plan",2022,"Annual/Aggregate Filing","Completed","Large Group","Annual LG Historical rate filing","N/A","0","250","2022"
"SHHP-133377759","Sharp Health Plan",2022,"Annual/Aggregate Filing","Completed","Small Group","Small Group Annual Aggregate Rate Filing - CY2022","","0.91","","01/01/2022"
"WNHA-133417240","Western Health Advantage",2022,"Annual/Aggregate Filing","Completed","Large Group","Large Group Aggregate Rate","N/A","1.27","58,119","2022"
"LACH-133417050","Local Initiative Health Authority for Los Angeles County",2022,"Annual/Aggregate Filing","Completed","Individual","LA Care Covered","","-4.17","","01/01/2022"
"LACH-133417107","Local Initiative Health Authority for Los Angeles County",2022,"Annual/Aggregate Filing","Completed","Large Group","PASC SEIU Homecare Workers Health Care Plan for In-Home Support Service Workers","N/A","0","50,583","2022"
"SCCO-133410570","Santa Clara County",2022,"Annual/Aggregate Filing","Completed","Large Group","VHP Commercial Large Group","N/A","3.8","24,856","2022"
"SCCO-133410561","Santa Clara County",2022,"Annual/Aggregate Filing","Completed","Small Group","Small Group Grandfathered","","0","","01/01/2022"
"SCCO-133410528","Santa Clara County",2022,"Annual/Aggregate Filing","Completed","Individual","VHP Individual","","5.63","","01/01/2022"
"AWLP-133417112","Blue Cross of California",2022,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Form","","-2.73","","01/01/2022"
"BCCA-133409656","California Physicians' Service",2022,"Annual/Aggregate Filing","Completed","Small Group","Small Group Plans","","6.16","","01/01/2022"
"AWLP-133413830","Blue Cross of California",2022,"Annual/Aggregate Filing","Completed","Large Group","DMHC Large Group Annual Aggregate Rate Data for 2022 Renewal","N/A","4.3","1,113,299","2022"
"AWLP-133417146","Blue Cross of California",2022,"Annual/Aggregate Filing","Completed","Small Group","Annual Aggregate Rate Data Form","","3.67","","01/01/2022"
"MLSD-133416179","Community Care Health Plan, Inc.",2022,"Annual/Aggregate Filing","Completed","Small Group","Community Care Health Plan - Small Group Annual Aggregate Rate Filing","","6.37","","01/01/2022"
"UHLC-133417163","UnitedHealthcare Benefits Plan of California",2022,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","8.5","183,579","2022"
"SUTT-133417867","Sutter Health Plan",2022,"Annual/Aggregate Filing","Completed","Individual","Individual_2022_Annual_Aggregate_Rate_Filing","","5.2","","01/01/2022"
"SUTT-133417881","Sutter Health Plan",2022,"Annual/Aggregate Filing","Completed","Small Group","Small_Group_2022_Annual_Aggregate_Rate_Filing","","4.59","","01/01/2022"
"SCRP-133417720","Scripps Health Plan Services, Inc.",2022,"Annual/Aggregate Filing","Completed","Large Group","Scripps Health Plan HMO","N/A","0.47","15,648","2022"
"UHLC-133417135","UHC of California",2022,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","5.1","122,411","2022"
"BCCA-133409657","California Physicians' Service",2022,"Annual/Aggregate Filing","Completed","Individual","IFP Plans","","1.51","","01/01/2022"
"AETN-133407198","Aetna Health of California Inc.",2022,"Annual/Aggregate Filing","Completed","Small Group","2022 AB 2118 Annual Report - DMHC","","4.43","","01/01/2022"
"MLSD-133416180","Community Care Health Plan, Inc.",2022,"Annual/Aggregate Filing","Completed","Large Group","Community Care Health Plan - Aggregate Rate and Prescription Drug Cost Data for Large Group Market","N/A","4.2","9,861","2022"
"HNLH-133405227","Health Net of California, Inc.",2022,"Annual/Aggregate Filing","Completed","Large Group","Large Group Annual Aggregate & SB 17","N/A","5.8","257,469","2022"
