"ReferenceID","LegalName","ReportingYear","FilingType","FilingStatus","MarketType","ProductName","ProposedRateIncrease","FinalRateIncrease","MemberAffected","DateEffective"
"UHLC-133478968","UHC of California",2022,"Rate Filing","Completed","Small Group","UHG CA HMO 202304","7.0","7.0","51,005","04/01/2023"
"AETN-133451508","Aetna Health of California Inc.",2022,"Rate Filing","Completed","Small Group","CA SG 2Q23 AHI","13.4","13.4","23,785","04/01/2023"
"KHPI-132683410","Kaiser Foundation Health Plan, Inc.",2021,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, July 2021","3.2","3.2","390,400","07/01/2021"
"AWLP-132746080","Blue Cross of California",2021,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 3Q21","-1.29","-1.29","59,370","07/01/2021"
"OHIN-132703744","Oscar Health Plan of California",2021,"Rate Filing","Completed","Small Group","Oscar CASG 3Q2021 Rates","7.1","7.1","1,020","07/01/2021"
"AETN-132726477","Aetna Health of California Inc.",2021,"Rate Filing","Completed","Small Group","CA SG 3Q21 AHI","-1.1","-1.1","18,725","07/01/2021"
"HNLH-132742841","Health Net of California, Inc.",2021,"Rate Filing","Completed","Small Group","2021 Q3 Rates Small Group ACA Compliant (NG) Plans","-0.9","-0.9","73,441","07/01/2021"
"BCCA-132736663","California Physicians' Service",2021,"Rate Filing","Completed","Small Group","Small Group Plans, Q3, 2021","1.0","1.0","117,713","07/01/2021"
"UHLC-132728962","UnitedHealthcare Benefits Plan of California",2021,"Rate Filing","Completed","Small Group","UHG CA INS 202107 UHCBP","3.4","3.4","115,248","07/01/2021"
"UHLC-132737491","UHC of California",2021,"Rate Filing","Completed","Small Group","UHG CA HMO 202107","2.9","2.9","67,684","07/01/2021"
"BCCA-132849470","California Physicians' Service",2021,"Rate Filing","Completed","Small Group","Small Group Plans, Q4, 2021","3.6","3.6","204,887","10/01/2021"
"AWLP-132846968","Blue Cross of California",2021,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 4Q21","-1.5","-1.5","155,352","10/01/2021"
"SUTT-132858325","Sutter Health Plan",2021,"Rate Filing","Completed","Small Group","SG_Q4_2021","4.11","4.11","33,852","10/01/2021"
"HNLH-132854652","Health Net of California, Inc.",2021,"Rate Filing","Completed","Small Group","SBG Rates 2021 Q4 ACA (NG)","2.8","2.8","68,287","10/01/2021"
"SHHP-132843374","Sharp Health Plan",2021,"Rate Filing","Completed","Small Group","Q42021 SG NGF Rates","-0.9","-0.9","26,378","10/01/2021"
"AETN-132853479","Aetna Health of California Inc.",2021,"Rate Filing","Completed","Small Group","CA SG 4Q21 AHI","-8.3","-8.3","18,575","10/01/2021"
"AWLP-132913817","Blue Cross of California",2021,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 1Q22","3.32","3.32","136,396","01/01/2022"
"MLSD-132913660","Community Care Health Plan, Inc.",2021,"Rate Filing","Completed","Small Group","Community Care Health Plan Small Group Off-Exchange","6","6","337","01/01/2022"
"AETN-132913769","Aetna Health of California Inc.",2021,"Rate Filing","Completed","Small Group","CA SG 1Q22 AHI","-7.9","-7.9","18,575","01/01/2022"
"CCHP-132909253","Chinese Community Health Plan",2021,"Rate Filing","Completed","Individual","CCHP 2022 Rate Filing for Individual & Family Plans","1.9","1.90","5,479","01/01/2022"
"CCHP-132911956","Chinese Community Health Plan",2021,"Rate Filing","Completed","Small Group","CCHP 2022 Rate Filing for Small Group","1.7","1.7","1,185","01/01/2022"
"BCCA-132909335","California Physicians' Service",2021,"Rate Filing","Completed","Small Group","Small Group Plans, Q1, 2022","4.9","4.9","145,580","01/01/2022"
"AWLP-132911556","Blue Cross of California",2021,"Rate Filing","Completed","Individual","DMHC Individual On and Off Exchange","-2.6","-2.6","116,249","01/01/2022"
"BCCA-132907860","California Physicians' Service",2021,"Rate Filing","Completed","Individual","IFP NGF Rate Filing 2022","1.6","1.60","714,484","01/01/2022"
"UHLC-132904589","UnitedHealthcare Benefits Plan of California",2021,"Rate Filing","Completed","Small Group","UHG CA INS 202201 UHCBP","4.2","4.2","114,342","01/01/2022"
"SCCO-132903969","Santa Clara County",2021,"Rate Filing","Completed","Individual","California Health Benefit Exchange Individual Plan","5.87","5.87","26,932","01/01/2022"
"LACH-132913180","Local Initiative Health Authority for Los Angeles County",2021,"Rate Filing","Completed","Individual","L.A. Care Covered","-3.2","-3.20","76,329","01/01/2022"
"MLSD-132901219","County of Ventura",2021,"Rate Filing","Completed","Small Group","Ventura County Small Group Off-Exchange","9.02","9.02","187","01/01/2022"
"OHIN-132907320","Oscar Health Plan of California",2021,"Rate Filing","Completed","Individual","Oscar 2022 Individual Rates","9.1","9.1","97,235","01/01/2022"
"MHCA-132909776","Molina Healthcare of California",2021,"Rate Filing","Completed","Individual","Molina Marketplace 2022","-0.1","-0.1","46,260","01/01/2022"
"SUTT-132913733","Sutter Health Plan",2021,"Rate Filing","Completed","Individual","IFP_2022","3.03","3.03","3,737","01/01/2022"
"SUTT-132913681","Sutter Health Plan",2021,"Rate Filing","Completed","Small Group","SG_2022","3.95","3.95","33,852","01/01/2022"
"HNLH-132910738","Health Net of California, Inc.",2021,"Rate Filing","Completed","Individual","IEX-IFP Rates 2022 ACA (NG) ","5.4","5.40","143,908","01/01/2022"
"HNLH-132910722","Health Net of California, Inc.",2021,"Rate Filing","Completed","Small Group","SBG Rates 2022 Q1","1.6","1.6","74,455","01/01/2022"
"WNHA-132912193","Western Health Advantage",2021,"Rate Filing","Completed","Individual","Individual Q1 2022","3","3","12,345","01/01/2022"
"UHLC-132909314","UHC of California",2021,"Rate Filing","Completed","Small Group","UHG CA HMO 202201","0.8","0.8","66,129","01/01/2022"
"BRHP-132914419","Universal Care, Inc.",2021,"New Product Filing","Completed","Individual","2022 Universal Care, Inc. Individual Plan Rates","New Products","New Products","2,891","01/01/2022"
"WNHA-132912213","Western Health Advantage",2021,"Rate Filing","Completed","Small Group","Small Group Q1 2022","2","2","27,625","01/01/2022"
"KHPI-132812905","Kaiser Foundation Health Plan, Inc.",2021,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, January 2022","1.9","1.9","699,067","01/01/2022"
"KHPI-132812896","Kaiser Foundation Health Plan, Inc.",2021,"Rate Filing","Completed","Individual","KFHP Non-Grandfathered Individual HMO Plan Rates, January 2022","2.1","2.10","733,449","01/01/2022"
"SHHP-132899565","Sharp Health Plan",2021,"Rate Filing","Completed","Small Group","Q12022 SG NGF Rates","-1","-1","25,997","01/01/2022"
"SHHP-132899566","Sharp Health Plan",2021,"Rate Filing","Completed","Individual","CY2022 Individual Product Rates","-0.3","-0.3","34,111","01/01/2022"
"SCRP-132969125","Scripps Health Plan Services, Inc.",2021,"Rate Filing","Completed","Large Group","Scripps Health Plan","","","","01/01/2022"
"WNHA-132965189","Western Health Advantage",2021,"Rate Filing","Completed","Large Group","Large Group Methodology Annual Filing","","","","01/01/2022"
"SUTT-132962625","Sutter Health Plan",2021,"Rate Filing","Completed","Large Group","LG_Initial_Rate_Filing","","","","01/01/2022"
"SUTT-132962752","Sutter Health Plan",2021,"Rate Filing","Completed","Large Group","LG_Initial_Rate_Filing_Community","","","","01/01/2022"
"CCGP-132962577","Cigna HealthCare of California, Inc.",2021,"Rate Filing","Completed","Large Group","HMO ","","","","01/01/2022"
"MLSD-132942856","County of Ventura",2021,"Rate Filing","Completed","Large Group","VCHCP - Large Group Methodology Annual Filing","","","","01/01/2022"
"LACH-132968653","Local Initiative Health Authority for Los Angeles County",2021,"Rate Filing","Completed","Large Group","PASC-SEIU Home Care Workers Health Care Plan for In-Home Support Service Workers","","","","01/01/2022"
"HNLH-132961235","Health Net of California, Inc.",2021,"Rate Filing","Completed","Large Group","AB 731 Large Group Methodology","","","","01/01/2022"
"AWLP-132969120","Blue Cross of California",2021,"Rate Filing","Completed","Large Group","DMHC Large Group Methodology Annual Filing for 2022 Renewal, Manually Rated","","","","01/01/2022"
"AWLP-132969117","Blue Cross of California",2021,"Rate Filing","Completed","Large Group","DMHC Large Group Methodology Annual Filing for 2022 Renewal, Experience Rated","","","","01/01/2022"
"AETN-132966742","Aetna Health of California Inc.",2021,"Rate Filing","Completed","Large Group","2021-09 AB731 Manual Rating Filing - DMHC","","","","01/01/2022"
"AETN-132966750","Aetna Health of California Inc.",2021,"Rate Filing","Completed","Large Group","2021-09 AB731 Experience Rating Filing - DMHC","","","","01/01/2022"
"UHLC-132963238","UnitedHealthcare Benefits Plan of California",2021,"Rate Filing","Completed","Large Group","UHG CA INS LG 202201 UHCBP Community Rated","","","","01/01/2022"
"SFHP-132970491","San Francisco Community Health Authority",2021,"Rate Filing","Completed","Large Group","Healthy Workers-HMO","","","","01/01/2022"
"UHLC-132963363","UHC of California",2021,"Rate Filing","Completed","Large Group","UHG CA HMO LG 202201 COMMUNITY RATED","","","","01/01/2022"
"UHLC-132963365","UHC of California",2021,"Rate Filing","Completed","Large Group","UHG CA HMO LG 202201 EXPERIENCE RATED","","","","01/01/2022"
"SHHP-132963814","Sharp Health Plan",2021,"Rate Filing","Completed","Large Group","2022 LG Rates AB 731 - Blended","","","","01/01/2022"
"SHHP-132963848","Sharp Health Plan",2021,"Rate Filing","Completed","Large Group","2022 LG Rates AB 731 - Community","","","","01/01/2022"
"BCCA-132970733","California Physicians' Service",2021,"Rate Filing","Completed","Large Group","Large Group Plans","","","","01/01/2022"
"BCCA-132970707","California Physicians' Service",2021,"Rate Filing","Completed","Large Group","Large Group Plans","","","","01/01/2022"
"UHLC-132963344","UnitedHealthcare Benefits Plan of California",2021,"Rate Filing","Completed","Large Group","UHG CA INS LG 202201 UHCBP Experience Rated","","","","01/01/2022"
"SCCO-132957163","Santa Clara County",2021,"Rate Filing","Completed","Large Group","Large Group - HMO","","","","01/01/2022"
"SCCO-132957171","Santa Clara County",2021,"Rate Filing","Completed","Large Group","Large Group - HMO","","","","01/01/2022"
"KHPI-132958088","Kaiser Foundation Health Plan, Inc.",2021,"Rate Filing","Completed","Large Group","Annual Large Group Methodology Filing-Community","","","","01/01/2022"
"KHPI-132958094","Kaiser Foundation Health Plan, Inc.",2021,"Rate Filing","Completed","Large Group","Annual Large Group Methodology Filing-Blended or 100% Experience","","","","01/01/2022"
"CCOH-132970890","Contra Costa County Medical Services",2021,"Rate Filing","Completed","Large Group","AB 731 Large Group","","","","01/01/2022"
"MLSD-132970074","Community Care Health Plan, Inc.",2021,"Rate Filing","Completed","Large Group","Community Care Health Plan - Large Group Methodology Annual Filing","","","","01/01/2022"
"MLSD-132970002","Community Care Health Plan, Inc.",2021,"Rate Filing","Completed","Large Group","Community Care Health Plan - Large Group Methodology Annual Filing","","","","01/01/2022"
"CCHP-132970880","Chinese Community Health Plan",2021,"Rate Filing","Completed","Large Group","100% Community Rating Methodology ","","","","01/01/2022"
"SCCO-132957193","Santa Clara County",2021,"Rate Filing","Completed","Small Group","Small Group GF Rate Filing","5.942","5.942","19","01/01/2022"
"KHPI-132949148","Kaiser Foundation Health Plan, Inc.",2021,"Rate Filing","Completed","Individual","KFHP Grandfathered Individual Plan HMO Rates Jan 2022","4","4","41,030","01/01/2022"
"KHPI-132949149","Kaiser Foundation Health Plan, Inc.",2021,"Rate Filing","Completed","Small Group","KFHP Grandfathered Small Group HMO Rates Jan 2022","4","4","151,646","01/01/2022"
"AAJP-132980439","Alameda Alliance For Health",2021,"Rate Filing","Completed","Large Group","Alameda Alliance AB731 Filing for 2021","","","","01/01/2022"
"SFHP-133001471","San Francisco Community Health Authority",2021,"Annual/Aggregate Filing","Completed","Large Group","Healthy Workers - HMO","N/A","19.7","11,847","2021"
"CCHP-132992672","Chinese Community Health Plan",2021,"Rate Filing","Completed","Large Group","Large Group Experience Methodology","","","","01/01/2022"
"BCCA-132997596","California Physicians' Service",2021,"Annual/Aggregate Filing","Completed","Large Group","Large Group Plans","N/A","3.9","506,598","2021"
"BCCA-133002133","California Physicians' Service",2021,"Annual/Aggregate Filing","Completed","Individual","IFP Plans","0","","","01/01/2021"
"BCCA-133002054","California Physicians' Service",2021,"Annual/Aggregate Filing","Completed","Small Group","Small Group Plans","0","","","01/01/2021"
"AETN-133001622","Aetna Health of California Inc.",2021,"Annual/Aggregate Filing","Completed","Large Group","202110 SB 546 and SB 17 Filings - DMHC","N/A","3.9","130,791","2021"
"WNHA-133001480","Western Health Advantage",2021,"Annual/Aggregate Filing","Completed","Small Group","Small Group Annual Aggregate Rate","0","","","01/01/2021"
"SHHP-132985500","Sharp Health Plan",2021,"Annual/Aggregate Filing","Completed","Individual","Individual Annual Aggregate Rate Filing - CY2021","0","","","01/01/2021"
"SHHP-132985481","Sharp Health Plan",2021,"Annual/Aggregate Filing","Completed","Small Group","Small Group Annual Aggregate Rate Filing - CY2021","0","","","01/01/2021"
"SHHP-133002322","Sharp Health Plan",2021,"Annual/Aggregate Filing","Completed","Large Group","2021 LG SB 546","N/A","2.5","58,243","2021"
"WNHA-133000577","Western Health Advantage",2021,"Annual/Aggregate Filing","Completed","Large Group","Large Group Aggregate Rate","N/A","1.97","60,984","2021"
"HNLH-132961298","Health Net of California, Inc.",2021,"Annual/Aggregate Filing","Completed","Large Group","Large Group Annual Aggregate & SB 17","N/A","6.6","275,551","2021"
"HNLH-132985482","Health Net of California, Inc.",2021,"Annual/Aggregate Filing","Completed","Small Group","Small Group Market-Annual Aggregate","0","","","01/01/2021"
"HNLH-132985479","Health Net of California, Inc.",2021,"Annual/Aggregate Filing","Completed","Individual","Individual Market-Annual Aggregate","0","","","01/01/2021"
"WNHA-133001754","Western Health Advantage",2021,"Annual/Aggregate Filing","Completed","Individual","Individual Annual Aggregate Rate ","-2.85","","","01/01/2021"
"MLSD-132998970","County of Ventura",2021,"Annual/Aggregate Filing","Completed","Large Group","VCHCP - Aggregate Rate and Prescription Drug Cost Data for Large Group Market","N/A","12.0","11,442","2021"
"SCRP-133003238","Scripps Health Plan Services, Inc.",2021,"Annual/Aggregate Filing","Completed","Large Group","Scripps Health Plan HMO","N/A","0.81","15,598","2021"
"OHIN-133002068","Oscar Health Plan of California",2021,"Annual/Aggregate Filing","Completed","Small Group","Oscar SG Annual Aggregate Rate Data Report 2021","0","","","01/01/2021"
"OHIN-133001957","Oscar Health Plan of California",2021,"Annual/Aggregate Filing","Completed","Individual","Oscar Ind Annual Aggregate Rate Data Report 2021","0","","","01/01/2021"
"AWLP-133003100","Blue Cross of California",2021,"Annual/Aggregate Filing","Completed","Small Group","Annual Aggregate Rate Data Form","0","","","01/01/2021"
"AWLP-133002258","Blue Cross of California",2021,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Form","0","","","01/01/2021"
"CCGH-132978035","Cigna HealthCare of California, Inc.",2021,"Annual/Aggregate Filing","Completed","Large Group","Large Group Annual Aggregate Rate Data Report - DMHC","N/A","3.0","77,479","2021"
"KHPI-133003447","Kaiser Foundation Health Plan, Inc.",2021,"Annual/Aggregate Filing","Completed","Large Group","2021 KFHP California Large Group Annual Aggregate Rate Data Report","N/A","4.2","5,232,593","2021"
"KHPI-132997959","Kaiser Foundation Health Plan, Inc.",2021,"Annual/Aggregate Filing","Completed","Small Group","Small Group Annual Aggregate Rate Filing","0","","","01/01/2021"
"KHPI-132997953","Kaiser Foundation Health Plan, Inc.",2021,"Annual/Aggregate Filing","Completed","Individual","Individual Annual Aggregate Rate Filing","0","","","01/01/2021"
"AAJP-133003881","Alameda Alliance For Health",2021,"Annual/Aggregate Filing","Completed","Large Group","Alameda Alliance for Health","N/A","0","5,948","2021"
"SSHP-133003846","MemorialCare Select Health Plan",2021,"Annual/Aggregate Filing","Completed","Large Group","SB17 Rx filing","N/A","0","216","2021"
"UHLC-133000343","UnitedHealthcare Benefits Plan of California",2021,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","8.6","191,346","2021"
"UHLC-133000463","UnitedHealthcare Benefits Plan of California",2021,"Annual/Aggregate Filing","Completed","Small Group","AB 2118 Small Group Annual Aggregate Rate Info","0","","","01/01/2021"
"LACH-133003210","Local Initiative Health Authority for Los Angeles County",2021,"Annual/Aggregate Filing","Completed","Individual","LA Care Covered","0","","","01/01/2021"
"UHLC-133000326","UHC of California",2021,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","5.4","185,580","2021"
"SCCO-132983680","Santa Clara County",2021,"Annual/Aggregate Filing","Completed","Large Group","VHP Commercial Large Group","N/A","0.0","23,942","2021"
"UHLC-133000433","UHC of California",2021,"Annual/Aggregate Filing","Completed","Small Group","AB 2118 Small Group Annual Aggregate Rate Info","0","","","01/01/2021"
"LACH-133001516","Local Initiative Health Authority for Los Angeles County",2021,"Annual/Aggregate Filing","Completed","Large Group","PASC SEIU Homecare Workers Health Care Plan for In-Home Support Service Workers","N/A","0","51,812","2021"
"SUTT-133002117","Sutter Health Plan",2021,"Annual/Aggregate Filing","Completed","Large Group","LG_2021","N/A","2.03","59,093","2021"
"MHCA-133003680","Molina Healthcare of California",2021,"Annual/Aggregate Filing","Completed","Individual","Individual Annual Aggregate Rate Filing","0","","","01/01/2021"
"SUTT-133003948","Sutter Health Plan",2021,"Annual/Aggregate Filing","Completed","Small Group","Small_Group_2021_Annual_Aggregate_Rate_Filing","3.95","","","01/01/2021"
"SUTT-133003968","Sutter Health Plan",2021,"Annual/Aggregate Filing","Completed","Individual","Individual_2021_Annual_Aggregate_Rate_Filing","3.03","","","01/01/2021"
"SCCO-132983754","Santa Clara County",2021,"Annual/Aggregate Filing","Completed","Individual","VHP Individual","5.87","","","01/01/2021"
"AWLP-133002248","Blue Cross of California",2021,"Annual/Aggregate Filing","Completed","Large Group","DMHC Large Group Annual Aggregate Rate Data for 2021 Renewal","N/A","3.3","1,096,492","2021"
"MLSD-132999869","County of Ventura",2021,"Annual/Aggregate Filing","Completed","Small Group","VCHCP Small Group Annual Aggregate Rate Workbook","4.26","","","01/01/2021"
"AETN-133004071","Aetna Health of California Inc.",2021,"Annual/Aggregate Filing","Completed","Small Group","2021 AB 2118 Annual Report - DMHC","0","","","01/01/2021"
"CCHP-133003465","Chinese Community Health Plan",2021,"Annual/Aggregate Filing","Completed","Large Group","CCHP 2021 Aggregate Rate Filing for Large Group","N/A","11.5","1,933","2021"
"MLSD-132998929","Community Care Health Plan, Inc.",2021,"Annual/Aggregate Filing","Completed","Small Group","Community Care Health Plan Small Group Off-Exchange","4","","","01/01/2021"
"MLSD-132998926","Community Care Health Plan, Inc.",2021,"Annual/Aggregate Filing","Completed","Large Group","Community Care Health Plan - Aggregate Rate and Prescription Drug Cost Data for Large Group Market","N/A","2.1","11,357","2021"
"SSHP-133003936","MemorialCare Select Health Plan",2021,"Rate Filing","Completed","Large Group","SELECT","","","","01/01/2022"
"SCCO-133002237","Santa Clara County",2021,"Annual/Aggregate Filing","Completed","Small Group","Small Group Grandfathered","5.94","","","01/01/2021"
"CCHP-133005630","Chinese Community Health Plan",2021,"Annual/Aggregate Filing","Completed","Individual","CCHP 2021 Aggregate Rate Filing for Individual and Family Plans","0","","","01/01/2021"
"CCHP-133005611","Chinese Community Health Plan",2021,"Annual/Aggregate Filing","Completed","Small Group","CCHP 2021 Aggregate Rate Filing for Small Group","0","","","01/01/2021"
"HPSM-133010122","San Mateo Health Commission",2021,"Annual/Aggregate Filing","Completed","Large Group","HealthWorx","N/A","5","1,127","2021"
"HPSM-132964110","San Mateo Health Commission",2021,"Rate Filing","Completed","Large Group","HealthWorx","","","","01/01/2022"
"CCOH-133025862","Contra Costa County Medical Services",2021,"Annual/Aggregate Filing","Completed","Large Group","Large Group","N/A","5.4","7,777","2021"
"HNLH-132961244","Health Net of California, Inc.",2021,"Rate Filing","Completed","Large Group","AB 731 Community Lg Grp Methodology","","","","01/01/2022"
"20214045","Santa Cruz-Monterey-Merced-San Benito-Mariposa Managed Medical Care Commission",2021,"Annual/Aggregate Filing","Completed","Large Group","SB 546/SB 17 Large Group Annual Aggregate Rate Data Report","N/A","14","570","2021"
"20213785","Santa Cruz-Monterey-Merced-San Benito-Mariposa Managed Medical Care Commission",2021,"Rate Filing","Completed","Large Group","AB 731 Large Group Filing","","","","01/01/2022"
"CCGP-133037803","Cigna HealthCare of California, Inc.",2021,"Rate Filing","Completed","Large Group","HMO ","","","","01/01/2022"
"UHLC-133043326","UnitedHealthcare Benefits Plan of California",2021,"Rate Filing","Completed","Small Group","UHG CA INS 202204 UHCBP","2.4","2.4","113,227","04/01/2022"
"UHLC-133043327","UHC of California",2021,"Rate Filing","Completed","Small Group","UHG CA HMO 202204","-0.2","-0.2","66,129","04/01/2022"
"BCCA-133067798","California Physicians' Service",2021,"Rate Filing","Completed","Small Group","Small Group Plans, Q2, 2022","4.8","4.8","70,607","04/01/2022"
"AWLP-133065672","Blue Cross of California",2021,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 2Q22","3.9","3.9","58,075","04/01/2022"
"SHHP-133054085","Sharp Health Plan",2021,"Rate Filing","Completed","Small Group","Q22022 SG NGF Rates","-2.2","-2.2","25,037 ","04/01/2022"
"AETN-133059372","Aetna Health of California Inc.",2021,"Rate Filing","Completed","Small Group","CA SG 2Q22 AHI","-1","-1","17,713","04/01/2022"
"HNLH-133068752","Health Net of California, Inc.",2021,"Rate Filing","Completed","Small Group","SBG Rates 2022 Q2","2.4","2.4","72,062","04/01/2022"
"HNLH-132271860","Health Net of California, Inc.",2020,"Rate Filing","Completed","Small Group","SBG HMO/HSP Plans 2020 Q3 ACA","4.5","4.5","67,863","07/01/2020"
"SHHP-132277516","Sharp Health Plan",2020,"Rate Filing","Completed","Small Group","Q32020 SG NGF Rates","-4.0","-4.0","27,144","07/01/2020"
"AWLP-132275735","Blue Cross of California",2020,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 3Q20","3.9","3.9","61,162","07/01/2020"
"UHLC-132262863","UnitedHealthcare Benefits Plan of California",2020,"Rate Filing","Completed","Small Group","UHG CA INS 202007 UHCBP","3.6","3.6","112,480","07/01/2020"
"BCCA-132268312","California Physicians' Service",2020,"Rate Filing","Completed","Small Group","Small Group Plans, Q3, 2020","3.6","3.6","123,173","07/01/2020"
"KHPI-132268261","Kaiser Foundation Health Plan, Inc.",2020,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, July 2020","3.4","3.4","401,369","07/01/2020"
"HNLH-132244208","Health Net of California, Inc.",2020,"Annual/Aggregate Filing","Completed","Small Group","Individual/Small Group Plans","N/A","N/A","N/A","2019"
"AWLP-132263195","Blue Cross of California",2020,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Form","N/A","N/A","N/A","2019"
"AETN-132247268","Aetna Health of California Inc.",2020,"Annual/Aggregate Filing","Completed","Small Group","2019 Annual Aggregate Rate Data Report - DMHC","N/A","N/A","N/A","2019"
"CCHP-132254710","Chinese Community Health Plan",2020,"Annual/Aggregate Filing","Completed","Small Group","CCHP 2020 Aggregate Rate Filings for Small Group Plans ","N/A","N/A","N/A","2019"
"LACH-132290418","Local Initiative Health Authority for Los Angeles County",2020,"Annual/Aggregate Filing","Completed","Individual","LA Care Covered","N/A","N/A","N/A","2019"
"MHCA-132249047","Molina Healthcare of California",2020,"Annual/Aggregate Filing","Completed","Individual","Molina Marketplace 2019","N/A","N/A","N/A","2019"
"MEHP-132256044","Medi-Excel, S.A. de C.V.",2020,"Annual/Aggregate Filing","Completed","Small Group","MediExcel Health Plan","N/A","N/A","N/A","2019"
"SCCO-132242037","Santa Clara County",2020,"Annual/Aggregate Filing","Completed","Small Group","Small Group","N/A","N/A","N/A","2019"
"UHLC-132277402","UHC of California",2020,"Annual/Aggregate Filing","Completed","Small Group","CA 2019 Annual Aggregate Rate Data Report UHC","N/A","N/A","N/A","2019"
"BCCA-132252974","California Physicians' Service",2020,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Report, 2019","N/A","N/A","N/A","2019"
"OHIN-132264126","Oscar Health Plan of California",2020,"Annual/Aggregate Filing","Completed","Individual","Oscar CA Annual Aggregate Rate Data Report 2019","N/A","N/A","N/A","2019"
"UHLC-132277427","UnitedHealthcare Benefits Plan of California",2020,"Annual/Aggregate Filing","Completed","Small Group","CA 2019 Annual Aggregate Rate Data Report BPCA","N/A","N/A","N/A","2019"
"SHHP-132274405","Sharp Health Plan",2020,"Annual/Aggregate Filing","Completed","Small Group","Annual Aggregate Rate Data Report","N/A","N/A","N/A","2019"
"KHPI-132230981","Kaiser Foundation Health Plan, Inc.",2020,"Annual/Aggregate Filing","Completed","Small Group","2019 CA Annual Aggregate Rate Data Report","N/A","N/A","N/A","2019"
"WNHA-132254269","Western Health Advantage",2020,"Annual/Aggregate Filing","Completed","Small Group","2020 Annual Aggregate Rate Filing","N/A","N/A","N/A","2019"
"MLSD-132258234","County of Ventura",2020,"Annual/Aggregate Filing","Completed","Small Group","VCHCP Aggregate Rate Filing Data Report","N/A","N/A","N/A","2019"
"MLSD-132285236","Sistemas Medicos Nacionales, S.A.de C.V.",2020,"Annual/Aggregate Filing","Completed","Small Group","SIMNSA Aggregate Rate Filing Data Report","N/A","N/A","N/A","2019"
"SUTT-132267381","Sutter Health Plan",2020,"Annual/Aggregate Filing","Completed","Small Group","2019_IFP_SG_Annual_Data","N/A","N/A","N/A","2019"
"MLSD-132287272","Community Care Health Plan, Inc.",2020,"Annual/Aggregate Filing","Completed","Small Group","Community Care Health Plan Small Group Off-Exchange","N/A","N/A","N/A","2019"
"AETN-132370876","Aetna Health of California Inc.",2020,"Rate Filing","Completed","Small Group","CA SG 4Q20 AHI","5.9","5.9","19,332","10/01/2020"
"HNLH-132404431","Health Net of California, Inc.",2020,"Rate Filing","Completed","Small Group","SBG HMO/HSP Plans 2020 Q4 ACA","2.3","2.3","68,136","10/01/2020"
"UHLC-132393732","UHC of California",2020,"Rate Filing","Completed","Small Group","UHG CA HMO 202010","3.7","3.7","71,337","10/01/2020"
"HNLH-132404611","Health Net of California, Inc.",2020,"Rate Filing","Completed","Small Group","SBG HMO Plans 2020 Q4 GF","3.5","3.5","16,640","10/01/2020"
"OHIN-132393490","Oscar Health Plan of California",2020,"Rate Filing","Completed","Small Group","Oscar CASG 4Q2020 Rates","8.5","8.5","3,396","10/01/2020"
"AWLP-132399679","Blue Cross of California",2020,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 4Q20","2.94","2.94","167,988","10/01/2020"
"UHLC-132381033","UnitedHealthcare Benefits Plan of California",2020,"Rate Filing","Completed","Small Group","UHG CA INS 202010 UHCBP","4.7","4.7","113,281","10/01/2020"
"BCCA-132390132","California Physicians' Service",2020,"Rate Filing","Completed","Small Group","Small Group Plans, Q4, 2020","0.6","0.6","221,177","10/01/2020"
"WNHA-132394467","Western Health Advantage",2020,"Rate Filing","Completed","Small Group","Small Group Q4 2020","-1.5","-1.5","29,702","10/01/2020"
"SHHP-132390030","Sharp Health Plan",2020,"Rate Filing","Completed","Small Group","Q42020 SG GF Rates","2.8","2.8","1,014","10/01/2020"
"SHHP-132389568","Sharp Health Plan",2020,"Rate Filing","Completed","Small Group","Q42020 SG NGF Rates","2.9","2.9","28,003","10/01/2020"
"SHHP-132457309","Sharp Health Plan",2020,"Rate Filing","Completed","Individual","CY2021 Individual Product Rates","-0.2","-0.2","30,044","01/01/2021"
"SHHP-132457304","Sharp Health Plan",2020,"Rate Filing","Completed","Small Group","Q12021 SG NGF Rates","3.9","3.9","27,476","01/01/2021"
"AETN-132463429","Aetna Health of California Inc.",2020,"Rate Filing","Completed","Small Group","CA SG 1Q21 AHI","3.6","3.6","19,356","01/01/2021"
